Transaction Date (取引日),Transaction Type (タイプ),Order ID (オーダーID),Buyer Username (購入者ID),Gross Amount (総額),Final Value Fee (落札手数料),Fixed Fee (固定手数料),International Fee (海外手数料),Total Fee (手数料合計),Net Amount (純額),Currency (通貨),Transaction Status (ステータス),Memo (メモ)
2026-03-25T00:23:09.516Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:18:46.734Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:18:07.546Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:14:52.874Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:14:43.323Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:13:50.472Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:13:26.204Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:12:30.686Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:09:55.980Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:09:47.482Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:08:49.430Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:08:05.599Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:06:43.254Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:05:28.726Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:03:45.040Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:03:06.756Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-25T00:00:41.794Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:59:39.270Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:57:35.946Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:55:13.000Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:55:07.845Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:54:20.156Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:53:24.420Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:53:05.402Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:52:31.295Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:52:11.037Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:51:07.810Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:50:51.600Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:46:28.000Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:46:23.615Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:40:40.285Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:36:43.423Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:36:22.166Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:35:39.311Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:35:39.210Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:33:48.221Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:31:54.208Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:28:37.629Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:26:46.398Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T23:26:00.267Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:59:25.909Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:58:55.869Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:51:30.203Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:47:22.358Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:47:19.352Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:46:32.514Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:46:00.674Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:43:49.361Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:42:20.370Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:41:28.600Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:38:54.574Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:38:37.353Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:37:23.257Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:37:19.751Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:37:01.476Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:36:29.077Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:34:13.069Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:33:25.097Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:32:34.212Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:30:37.960Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:29:20.308Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:26:58.901Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:23:52.482Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:23:19.448Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:23:07.977Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:22:01.681Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:21:37.150Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:20:29.835Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:20:12.604Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:20:09.734Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:20:06.488Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:19:02.343Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:18:31.025Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:17:07.613Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:16:44.372Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:15:42.450Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:15:38.911Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:13:32.945Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:12:41.090Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:12:01.946Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:10:32.075Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:09:56.562Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:07:35.844Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T22:07:01.480Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:53:27.578Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:51:41.219Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:51:05.398Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:50:41.457Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:49:00.806Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:39:06.808Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:39:02.358Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:39:00.608Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:38:25.823Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:38:18.999Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:35:30.502Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:34:54.727Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:33:29.493Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:33:23.800Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:30:40.084Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:27:00.886Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:24:52.781Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:23:46.901Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:23:17.010Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:19:51.927Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:18:37.303Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:18:14.969Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:16:37.487Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:16:23.116Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:13:13.518Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:12:40.519Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:12:37.809Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:12:32.019Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:09:16.354Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:08:31.019Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:08:27.952Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:07:00.142Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:05:27.271Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:04:57.961Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:04:56.942Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:04:37.486Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:03:57.443Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:01:57.093Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T21:01:41.198Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:59:33.888Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:58:56.804Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:58:49.855Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:58:04.662Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:57:15.622Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:56:51.842Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:56:44.295Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:56:43.141Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:55:34.203Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:55:17.574Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:54:52.238Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:54:37.340Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:54:21.655Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:53:56.724Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:52:47.306Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:46:45.364Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:45:58.979Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:44:31.781Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:44:30.885Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:42:47.149Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:42:16.762Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:42:12.893Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:41:45.425Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:39:18.647Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:37:37.227Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:37:26.870Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:37:13.402Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:35:46.004Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T20:32:57.852Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T11:27:27.290Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:58:43.960Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:50:40.152Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:48:47.340Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:48:04.203Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:46:00.709Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:41:30.524Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:40:39.199Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:38:05.053Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:34:05.446Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:33:45.872Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:33:06.099Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:32:56.065Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:32:54.957Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:29:00.090Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:28:44.495Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:27:54.166Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:21:30.857Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:19:16.011Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:18:04.063Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:17:55.494Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:16:00.432Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:14:50.156Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:14:23.121Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:14:22.494Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:13:40.788Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:13:00.073Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:12:53.692Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:12:01.347Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:10:32.524Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:02:11.540Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:01:47.839Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:01:30.261Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-24T00:01:07.048Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:58:44.411Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:57:59.931Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:57:12.933Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:57:09.255Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:56:09.539Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:54:14.026Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:53:36.869Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:51:41.208Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:51:06.952Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:49:20.162Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:48:31.878Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:46:51.949Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:40:30.265Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:39:25.577Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:39:21.640Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:38:06.787Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:35:27.931Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:32:42.320Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:31:42.164Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:31:10.095Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:29:52.373Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:28:52.118Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:27:46.006Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:21:40.594Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:21:05.673Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:18:19.413Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:16:37.793Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:16:07.081Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:13:27.757Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
2026-03-23T23:13:16.606Z,NON_SALE_CHARGE,,,0,0,0,0,0,0.11,USD,PAYOUT,Insertion Fee
