Transaction Date (取引日),Transaction Type (タイプ),Order ID (オーダーID),Buyer Username (購入者ID),Gross Amount (総額),Final Value Fee (落札手数料),Fixed Fee (固定手数料),International Fee (海外手数料),Total Fee (手数料合計),Net Amount (純額),Currency (通貨),Transaction Status (ステータス),Memo (メモ)
2026-01-01T22:00:56.000Z,TRANSFER,,,0,0,0,0,0,65.95,USD,PAYOUT,TRANSFER_FROM
2026-01-01T17:16:42.449Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-12-31 - 2026-01-30
2025-12-27T18:23:02.917Z,NON_SALE_CHARGE,,,0,0,0,0,0,12.6,USD,PAYOUT,Promoted Listings - General fee
2025-12-27T18:15:58.324Z,SALE,26-14000-61222,lee.07,213.57,32,0.44,3.4,35.84,177.73,USD,PAYOUT,
2025-12-25T21:10:55.909Z,REFUND,10-14015-99693,coogrei0,161.07,24.3,0.44,2.58,27.32,133.75,USD,PAYOUT,
2025-12-25T18:30:36.717Z,SALE,10-14015-99693,coogrei0,161.07,24.3,0.44,2.58,27.32,133.75,USD,PAYOUT,
2025-12-20T18:58:10.207Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.99,USD,PAYOUT,Promoted Listings - General fee
2025-12-20T18:51:58.518Z,SALE,08-14002-27641,badbabybaird59,115.68,17.73,0.44,1.88,20.05,95.63,USD,PAYOUT,
2025-12-20T00:15:48.981Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.01,USD,PAYOUT,Promoted Listings - General fee
2025-12-20T00:11:23.397Z,SALE,14-13991-70803,ralstar,99.56,15.27,0.44,1.63,17.34,82.22,USD,PAYOUT,
2025-12-19T16:08:42.618Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.48,USD,PAYOUT,Promoted Listings - General fee
2025-12-19T16:01:58.741Z,REFUND,03-13967-27466,ralstar,99.56,13.9,0.44,1.47,15.81,83.75,USD,PAYOUT,
2025-12-11T07:02:32.587Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.48,USD,PAYOUT,Promoted Listings - General fee
2025-12-11T06:56:35.158Z,SALE,03-13967-27466,ralstar,99.56,13.9,0.44,1.47,15.81,83.75,USD,PAYOUT,
2025-12-10T04:32:17.894Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.36,USD,PAYOUT,Promoted Listings - General fee
2025-12-10T04:27:35.608Z,SALE,03-13962-01304,myzerryn,106.79,16.15,0.44,1.72,18.31,88.48,USD,PAYOUT,
2025-12-09T04:52:54.212Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.42,USD,PAYOUT,Promoted Listings - General fee
2025-12-09T04:48:40.548Z,SALE,25-13926-37055,iamquali5,91.21,13.76,0.44,1.46,15.66,75.55,USD,PAYOUT,
2025-12-07T03:39:20.796Z,NON_SALE_CHARGE,,,0,0,0,0,0,8.64,USD,PAYOUT,Promoted Listings - General fee
2025-12-07T03:33:13.406Z,SALE,13-13932-55640,nat_57048,144.59,21.94,0.44,2.33,24.71,119.88,USD,PAYOUT,
2025-12-07T03:26:45.823Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.43,USD,PAYOUT,Promoted Listings - General fee
2025-12-07T03:20:59.372Z,SALE,22-13919-73010,frankimurriet0,91.21,13.81,0.44,1.46,15.71,75.5,USD,PAYOUT,
2025-12-05T21:14:22.461Z,NON_SALE_CHARGE,,,0,0,0,0,0,7.28,USD,PAYOUT,Promoted Listings - General fee
2025-12-05T21:03:17.327Z,REFUND,20-13914-41515,weedud1969,122.36,18.5,0.44,1.97,20.91,101.45,USD,PAYOUT,
2025-12-05T10:26:08.171Z,NON_SALE_CHARGE,,,0,0,0,0,0,7.28,USD,PAYOUT,Promoted Listings - General fee
2025-12-05T10:19:12.290Z,SALE,20-13914-41515,weedud1969,122.36,18.5,0.44,1.97,20.91,101.45,USD,PAYOUT,
2025-12-03T00:49:19.402Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.97,USD,PAYOUT,Promoted Listings - General fee
2025-12-03T00:42:58.807Z,SALE,05-13924-68579,lyndsayturner1509,105.67,17.71,0.44,1.88,20.03,85.64,USD,PAYOUT,
2025-12-01T23:28:14.571Z,ADJUSTMENT,,,0,0,0,0,0,0.01,USD,PAYOUT,TAX Only Credit
2025-12-01T17:28:13.272Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-11-30 - 2025-12-30
2025-11-23T09:43:46.583Z,NON_SALE_CHARGE,,,0,0,0,0,0,17.59,USD,PAYOUT,2025-11-22 - 2025-11-29
2025-11-23T09:43:07.433Z,ADJUSTMENT,,,0,0,0,0,0,6.44,USD,PAYOUT,Store (Basic): Subscription Fee
2025-11-22T23:24:06.303Z,NON_SALE_CHARGE,,,0,0,0,0,0,7.28,USD,PAYOUT,Promoted Listings - General fee
2025-11-22T23:19:28.196Z,SALE,12-13867-35026,countrygall182,132.37,18.49,0.44,1.97,20.9,111.47,USD,PAYOUT,
2025-11-18T23:04:44.734Z,NON_SALE_CHARGE,,,0,0,0,0,0,10.46,USD,PAYOUT,2025-11-18 - 2025-11-29
2025-11-18T23:04:29.959Z,ADJUSTMENT,,,0,0,0,0,0,2.36,USD,PAYOUT,Starter Store Subscription: Subscription Fee
2025-11-13T01:48:08.555Z,REFUND,13-13463-49118,sopmil_1040,84,11.55,0,1.24,12.79,71.21,USD,PAYOUT,
2025-11-13T01:48:08.195Z,TRANSFER,,,0,0,0,0,0,71.21,USD,PAYOUT,TRANSFER_FROM
2025-11-09T00:01:08.000Z,TRANSFER,,,0,0,0,0,0,5.45,USD,PAYOUT,TRANSFER_FROM
2025-11-01T17:17:40.175Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.45,USD,PAYOUT,2025-10-31 - 2025-11-29
2025-10-14T00:01:09.422Z,CREDIT,13-13463-49118,sopmil_1040,0,0,0,0,0,107,USD,PAYOUT,
2025-10-10T20:39:13.386Z,DISPUTE,13-13463-49118,sopmil_1040,0,0,0,0,0,107,USD,PAYOUT,
2025-10-08T22:04:51.000Z,TRANSFER,,,0,0,0,0,0,5.44,USD,PAYOUT,TRANSFER_FROM
2025-10-08T15:57:31.628Z,CREDIT,13-13463-49118,sopmil_1040,0,0,0,0,0,107,USD,PAYOUT,
2025-10-01T21:43:41.582Z,ADJUSTMENT,,,0,0,0,0,0,0.01,USD,PAYOUT,TAX Only Credit
2025-10-01T07:34:58.983Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.45,USD,PAYOUT,2025-09-30 - 2025-10-30
2025-09-27T00:51:17.042Z,DISPUTE,13-13463-49118,sopmil_1040,0,0,0,0,0,107,USD,PAYOUT,
2025-09-17T01:47:21.223Z,NON_SALE_CHARGE,,,0,0,0,0,0,43.96,USD,PAYOUT,Subscription early termination fee
2025-09-02T04:18:23.139Z,ADJUSTMENT,,,0,0,0,0,0,0.02,USD,PAYOUT,TAX Only Credit
2025-09-01T17:06:11.522Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-08-31 - 2025-09-29
2025-09-01T04:11:08.991Z,NON_SALE_CHARGE,,,0,0,0,0,0,10.78,USD,PAYOUT,Promoted Listings - General fee
2025-09-01T04:02:04.997Z,REFUND,02-13497-46704,suz-989355,181,27.37,0.44,2.91,30.72,150.28,USD,PAYOUT,
2025-08-24T21:19:13.931Z,SALE,10-13491-09275,mattmc-56,272,41.99,0.44,4.47,46.9,225.1,USD,PAYOUT,
2025-08-24T13:24:51.152Z,SALE,19-13477-36465,commandercup,95,14.45,0.44,1.54,16.43,78.57,USD,PAYOUT,
2025-08-23T16:09:07.536Z,NON_SALE_CHARGE,,,0,0,0,0,0,10.78,USD,PAYOUT,Promoted Listings - General fee
2025-08-23T16:02:56.108Z,SALE,02-13497-46704,suz-989355,181,27.37,0.44,2.91,30.72,150.28,USD,PAYOUT,
2025-08-23T00:27:40.695Z,NON_SALE_CHARGE,,,0,0,0,0,0,12.82,USD,PAYOUT,Promoted Listings - General fee
2025-08-23T00:22:21.860Z,SALE,27-13461-72581,marsilvago_0,233,32.55,0.44,3.46,36.45,196.55,USD,PAYOUT,
2025-08-21T05:19:49.796Z,SALE,04-13485-16813,stealthwon,305,46.76,0.44,4.97,52.17,252.83,USD,PAYOUT,
2025-08-18T21:55:47.548Z,SALE,13-13463-49118,sopmil_1040,107,14.72,0.44,1.58,16.74,90.26,USD,PAYOUT,
2025-08-11T23:35:21.183Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.27,USD,PAYOUT,Promoted Listings - General fee
2025-08-11T23:31:33.064Z,SALE,07-13442-65917,pinkstock2005,114,15.93,0.44,1.69,18.06,95.94,USD,PAYOUT,
2025-08-10T22:59:47.840Z,SALE,08-13436-07563,sa51425,136,21.85,0.44,2.32,24.61,111.39,USD,PAYOUT,
2025-08-08T07:54:41.978Z,SALE,11-13421-72857,greenhighmountain,109,18.12,0.44,1.93,20.49,88.51,USD,PAYOUT,
2025-08-03T14:05:52.437Z,NON_SALE_CHARGE,,,0,0,0,0,0,14.19,USD,PAYOUT,Promoted Listings - General fee
2025-08-03T14:02:05.586Z,SALE,15-13395-03109,abdulrahmanhamaalthan0,258,36.05,0.44,3.83,40.32,217.68,USD,PAYOUT,
2025-08-01T19:30:04.393Z,ADJUSTMENT,,,0,0,0,0,0,0.01,USD,PAYOUT,TAX Only Credit
2025-08-01T17:21:42.618Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-07-31 - 2025-08-30
2025-07-29T22:27:15.734Z,NON_SALE_CHARGE,,,0,0,0,0,0,9.77,USD,PAYOUT,Promoted Listings - General fee
2025-07-29T22:17:19.128Z,REFUND,19-13367-56077,priceypastime,166,24.82,0.44,2.64,27.9,138.1,USD,PAYOUT,
2025-07-29T01:32:42.582Z,NON_SALE_CHARGE,,,0,0,0,0,0,9.77,USD,PAYOUT,Promoted Listings - General fee
2025-07-29T01:28:36.937Z,SALE,19-13367-56077,priceypastime,166,24.82,0.44,2.64,27.9,138.1,USD,PAYOUT,
2025-07-25T13:38:59.422Z,SALE,14-13359-47569,majfree61,171,25.48,0.44,2.71,28.63,142.37,USD,PAYOUT,
2025-07-25T07:02:35.112Z,NON_SALE_CHARGE,,,0,0,0,0,0,9.38,USD,PAYOUT,Promoted Listings - General fee
2025-07-25T06:59:15.499Z,SALE,18-13353-25376,marysoft,163,23.85,0.44,2.53,26.82,136.18,USD,PAYOUT,
2025-07-25T03:36:01.563Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.24,USD,PAYOUT,Promoted Listings - General fee
2025-07-25T03:32:46.322Z,SALE,27-13341-05431,me-717495,103,15.83,0.44,1.68,17.95,85.05,USD,PAYOUT,
2025-07-20T06:32:03.870Z,SALE,20-13329-48996,ladi7431,189,28.61,0.44,3.05,32.1,156.9,USD,PAYOUT,
2025-07-20T00:07:11.700Z,SALE,07-13346-26708,label_room,136,22.8,0.44,2.42,25.66,110.34,USD,PAYOUT,
2025-07-19T15:29:31.100Z,SALE,06-13346-09560,606orangutan,201,28.08,0.44,2.98,31.5,169.5,USD,PAYOUT,
2025-07-16T22:03:12.833Z,REFUND,24-13309-59335,design4yourhome,116,19.45,0.44,2.07,21.96,94.04,USD,PAYOUT,
2025-07-13T15:38:23.472Z,SALE,15-13309-20615,pe2015.fabr,123,17.18,0.44,1.83,19.45,103.55,USD,PAYOUT,
2025-07-12T20:12:40.114Z,SALE,24-13309-59335,design4yourhome,116,19.45,0.44,2.07,21.96,94.04,USD,PAYOUT,
2025-07-12T04:22:09.329Z,NON_SALE_CHARGE,,,0,0,0,0,0,15.04,USD,PAYOUT,Promoted Listings - General fee
2025-07-12T04:18:51.698Z,SALE,17-13301-87930,lizawinters,258,38.2,0.44,4.06,42.7,215.3,USD,PAYOUT,
2025-07-12T00:02:21.774Z,SALE,20-13297-38059,audretaya_0,105,16.1,0.44,1.72,18.26,86.74,USD,PAYOUT,
2025-07-11T18:15:04.529Z,NON_SALE_CHARGE,,,0,0,0,0,0,15.87,USD,PAYOUT,Promoted Listings - General fee
2025-07-11T18:11:06.980Z,SALE,22-13293-74584,gongoraconstruction-8,269,40.3,0.44,4.28,45.02,223.98,USD,PAYOUT,
2025-07-04T20:09:46.853Z,SALE,05-13289-00168,239dena3362,115,17.27,0.44,1.84,19.55,95.45,USD,PAYOUT,
2025-07-02T04:33:13.000Z,TRANSFER,,,0,0,0,0,0,65.95,USD,PAYOUT,TRANSFER_FROM
2025-07-01T17:08:11.763Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-06-30 - 2025-07-30
2025-06-23T16:52:22.854Z,CREDIT,21-13151-10071,divysh-73,0,0,0,0,0,221,USD,PAYOUT,
2025-06-23T16:42:06.253Z,REFUND,21-13151-10071,divysh-73,0,0,0,0,0,221,USD,PAYOUT,
2025-06-23T01:22:56.279Z,NON_SALE_CHARGE,,,0,0,0,0,0,2.53,USD,PAYOUT,Promoted Listings - General fee
2025-06-23T01:18:25.548Z,SALE,09-13235-51714,mintchoco_ykc,115,16.07,0.44,1.71,18.22,96.78,USD,PAYOUT,
2025-06-16T20:47:56.959Z,DISPUTE,21-13151-10071,divysh-73,0,0,0,0,0,221,USD,PAYOUT,
2025-06-16T13:37:57.117Z,SALE,10-13208-96476,boucheron100,145,20.26,0.44,2.16,22.86,122.14,USD,PAYOUT,
2025-06-12T06:36:51.603Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.42,USD,PAYOUT,Promoted Listings - General fee
2025-06-12T06:33:19.023Z,SALE,06-13198-35063,glubglub,266,40.79,0.44,4.33,45.56,220.44,USD,PAYOUT,
2025-06-09T05:42:08.053Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.58,USD,PAYOUT,Promoted Listings - General fee
2025-06-09T05:33:44.068Z,REFUND,27-13153-88621,greeneliasmiles,189,29.04,0.44,3.09,32.57,156.43,USD,PAYOUT,
2025-06-08T06:55:18.725Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.58,USD,PAYOUT,Promoted Listings - General fee
2025-06-08T06:50:48.743Z,SALE,27-13153-88621,greeneliasmiles,189,29.04,0.44,3.09,32.57,156.43,USD,PAYOUT,
2025-06-07T22:31:09.745Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.53,USD,PAYOUT,Promoted Listings - General fee
2025-06-07T22:23:42.217Z,REFUND,27-13139-40228,mcdlib,192,28.77,0.44,3.06,32.27,159.73,USD,PAYOUT,
2025-06-05T15:40:41.862Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.28,USD,PAYOUT,Promoted Listings - General fee
2025-06-05T15:37:12.852Z,SALE,21-13151-10071,divysh-73,221,33.54,0.44,3.56,37.54,183.46,USD,PAYOUT,
2025-06-04T15:19:59.398Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.53,USD,PAYOUT,Promoted Listings - General fee
2025-06-04T15:15:45.552Z,SALE,27-13139-40228,mcdlib,192,28.77,0.44,3.06,32.27,159.73,USD,PAYOUT,
2025-06-03T17:35:47.340Z,NON_SALE_CHARGE,,,0,0,0,0,0,14.85,USD,PAYOUT,Promoted Listings - General fee
2025-06-03T17:33:04.626Z,SALE,16-13149-78113,msj_93,675,94.3,0.44,10.02,104.76,570.24,USD,PAYOUT,
2025-06-02T19:17:21.558Z,ADJUSTMENT,,,0,0,0,0,0,0.02,USD,PAYOUT,TAX Only Credit
2025-06-01T17:25:01.531Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-05-31 - 2025-06-29
2025-05-28T03:52:25.496Z,NON_SALE_CHARGE,,,0,0,0,0,0,3.51,USD,PAYOUT,Promoted Listings - General fee
2025-05-28T03:47:46.393Z,SALE,03-13139-30931,bimboshop,145,22.29,0.44,2.37,25.1,119.9,USD,PAYOUT,
2025-05-27T00:59:52.289Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.96,USD,PAYOUT,Promoted Listings - General fee
2025-05-27T00:56:00.406Z,SALE,19-13113-93339,linfos6997,287,44.21,0.44,4.7,49.35,237.65,USD,PAYOUT,
2025-05-18T23:15:09.038Z,REFUND,02-13101-81432,sdtnyc,147,22.54,0.44,2.4,25.38,121.62,USD,PAYOUT,
2025-05-18T15:10:23.583Z,SALE,02-13101-81432,sdtnyc,147,22.54,0.44,2.4,25.38,121.62,USD,PAYOUT,
2025-05-06T15:27:27.654Z,SALE,14-13038-97200,lisco-ny,301,42.05,0.44,4.47,46.96,254.04,USD,PAYOUT,
2025-05-05T04:08:36.144Z,REFUND,01-13046-71985,mive-11,294,45.79,0.44,4.87,51.1,242.9,USD,PAYOUT,
2025-05-04T15:52:05.259Z,SALE,01-13046-71985,mive-11,294,45.79,0.44,4.87,51.1,242.9,USD,PAYOUT,
2025-05-03T11:22:53.862Z,NON_SALE_CHARGE,,,0,0,0,0,0,5.06,USD,PAYOUT,Promoted Listings - General fee
2025-05-03T11:19:14.650Z,SALE,19-13019-23264,asereth1025,230,32.13,0.44,3.42,35.99,194.01,USD,PAYOUT,
2025-05-03T06:40:57.928Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.73,USD,PAYOUT,Promoted Listings - General fee
2025-05-03T06:31:43.424Z,REFUND,16-13001-45937,asereth1025,215,30.04,0.44,3.19,33.67,181.33,USD,PAYOUT,
2025-05-03T06:31:43.135Z,TRANSFER,,,0,0,0,0,0,181.33,USD,PAYOUT,TRANSFER_FROM
2025-05-01T17:29:55.536Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-04-30 - 2025-05-30
2025-04-29T22:44:16.446Z,SALE,09-13018-09363,zh191185,146,24.68,0.44,2.62,27.74,118.26,USD,PAYOUT,
2025-04-29T18:53:26.251Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.73,USD,PAYOUT,Promoted Listings - General fee
2025-04-29T18:48:11.842Z,SALE,03-13024-86563,nimukham0,215,30.04,0.44,3.19,33.67,181.33,USD,PAYOUT,
2025-04-28T05:26:55.579Z,NON_SALE_CHARGE,,,0,0,0,0,0,4.73,USD,PAYOUT,Promoted Listings - General fee
2025-04-28T05:23:13.505Z,SALE,16-13001-45937,asereth1025,215,30.04,0.44,3.19,33.67,181.33,USD,PAYOUT,
2025-04-24T13:59:10.380Z,REFUND,06-12954-36776,apoketavern,219,33.14,0.44,3.52,37.1,181.9,USD,PAYOUT,
2025-04-24T13:59:10.028Z,TRANSFER,,,0,0,0,0,0,181.9,USD,PAYOUT,TRANSFER_FROM
2025-04-17T23:12:13.045Z,SALE,21-12955-51038,jaimzv,345,51.08,0.44,5.43,56.95,288.05,USD,PAYOUT,
2025-04-14T04:51:13.734Z,SALE,13-12950-10056,dxbab-40,461,67.44,0.44,7.17,75.05,385.95,USD,PAYOUT,
2025-04-13T02:50:55.118Z,SALE,06-12954-36776,apoketavern,219,33.14,0.44,3.52,37.1,181.9,USD,PAYOUT,
2025-04-07T15:21:02.619Z,NON_SALE_CHARGE,,,0,0,0,0,0,3.51,USD,PAYOUT,Promoted Listings - General fee
2025-04-07T15:16:08.122Z,SALE,25-12908-34904,labonnevieluxe,149,22.27,0.44,2.37,25.08,123.92,USD,PAYOUT,
2025-04-05T22:21:01.782Z,NON_SALE_CHARGE,,,0,0,0,0,0,6.23,USD,PAYOUT,Promoted Listings - General fee
2025-04-05T22:18:32.560Z,SALE,11-12918-62045,cammo_3971,264,39.56,0.44,4.2,44.2,219.8,USD,PAYOUT,
2025-04-04T01:32:20.143Z,REFUND,14-12907-84528,shaol9554,225,33.32,0.44,3.54,37.3,187.7,USD,PAYOUT,
2025-04-04T01:15:47.605Z,SALE,14-12907-84528,shaol9554,225,33.32,0.44,3.54,37.3,187.7,USD,PAYOUT,
2025-04-01T22:12:28.000Z,TRANSFER,,,0,0,0,0,0,65.95,USD,PAYOUT,TRANSFER_FROM
2025-04-01T16:59:05.332Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-03-31 - 2025-04-29
2025-03-27T13:23:09.200Z,SALE,19-12869-91811,us_polos,330,46.1,0.44,4.36,50.9,279.1,USD,PAYOUT,
2025-03-26T01:23:47.987Z,NON_SALE_CHARGE,,,0,0,0,0,0,3.42,USD,PAYOUT,Promoted Listings - General fee
2025-03-26T01:19:52.210Z,SALE,23-12859-24364,popep1995,162,27.16,0.44,2.56,30.16,131.84,USD,PAYOUT,
2025-03-24T03:42:13.535Z,REFUND,12-12860-00734,primavl1,452,67.33,0.44,6.36,74.13,377.87,USD,PAYOUT,
2025-03-23T05:41:45.447Z,SALE,12-12860-00734,primavl1,452,67.33,0.44,6.36,74.13,377.87,USD,PAYOUT,
2025-03-22T13:15:45.393Z,NON_SALE_CHARGE,,,0,0,0,0,0,7.12,USD,PAYOUT,Promoted Listings - General fee
2025-03-22T13:10:59.643Z,SALE,05-12866-15913,princess.katie.315,370,56.47,0.44,5.34,62.25,307.75,USD,PAYOUT,
2025-03-18T21:33:52.829Z,SALE,09-12846-65854,rebhump_2966,135,20.75,0.44,1.96,23.15,111.85,USD,PAYOUT,
2025-03-14T21:20:54.570Z,SALE,13-12825-13292,jeppgrenaa-0,141,24.62,0.44,2.33,27.39,113.61,USD,PAYOUT,
2025-03-14T13:35:33.781Z,SALE,10-12826-67583,dr_chapple,169,25.5,0.44,2.41,28.35,140.65,USD,PAYOUT,
2025-03-09T09:33:59.720Z,CREDIT,16-12477-19253,treasuretracker56,0,0,0,0,0,182,USD,PAYOUT,
2025-03-09T09:30:08.935Z,REFUND,16-12477-19253,treasuretracker56,0,0,0,0,0,182,USD,PAYOUT,
2025-03-08T20:14:11.020Z,SALE,03-12811-03807,lenglick_0,321,48.83,0.44,4.61,53.88,267.12,USD,PAYOUT,
2025-03-03T15:53:13.288Z,DISPUTE,16-12477-19253,treasuretracker56,0,0,0,0,0,182,USD,PAYOUT,
2025-03-02T16:06:07.806Z,CREDIT,16-12477-19253,treasuretracker56,0,0,0,0,0,182,USD,PAYOUT,
2025-03-01T17:20:26.778Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-02-28 - 2025-03-30
2025-02-28T20:40:19.403Z,SALE,21-12755-97956,maxsimus71-7,169,23.61,0.44,2.23,26.28,142.72,USD,PAYOUT,
2025-02-28T13:47:18.753Z,SALE,03-12776-05046,mollyavalon95,196,27.38,0.44,2.59,30.41,165.59,USD,PAYOUT,
2025-02-27T20:50:28.490Z,SALE,12-12762-87175,ppopelas,481,71.57,0.44,6.76,78.77,402.23,USD,PAYOUT,
2025-02-26T07:26:53.507Z,CREDIT,25-12627-37757,pt92661,0,0,0,0,0,127,USD,PAYOUT,
2025-02-26T07:17:13.152Z,REFUND,25-12627-37757,pt92661,127,18.83,0,2.06,20.89,106.11,USD,PAYOUT,
2025-02-22T01:30:47.082Z,REFUND,05-12743-07209,tr_433358,246,37.88,0.44,3.58,41.9,204.1,USD,PAYOUT,
2025-02-21T00:35:39.136Z,SALE,05-12743-07209,tr_433358,246,37.88,0.44,3.58,41.9,204.1,USD,PAYOUT,
2025-02-20T05:42:29.109Z,SALE,26-12714-19380,belviderefashions,240,36.46,0.44,3.44,40.34,199.66,USD,PAYOUT,
2025-02-20T03:03:51.493Z,CREDIT,12-12605-46715,live.fast.die.hard,0,0,0,0,0,192,USD,PAYOUT,
2025-02-19T14:18:57.171Z,CREDIT,22-12592-80886,luis1251,0,0,0,0,0,195,USD,PAYOUT,
2025-02-19T13:50:28.692Z,DISPUTE,22-12592-80886,luis1251,0,0,0,0,0,195,USD,PAYOUT,
2025-02-19T01:00:38.998Z,REFUND,25-12686-98085,kesser2000,287,42.11,0.44,4.09,46.64,240.36,USD,PAYOUT,
2025-02-18T23:15:26.853Z,REFUND,11-12719-39188,ha_30669045,176,27.05,0.44,2.55,30.04,145.96,USD,PAYOUT,
2025-02-18T17:28:20.341Z,REFUND,22-12584-35086,nana_10211,0,0,0,0,0,367,USD,PAYOUT,
2025-02-17T13:56:40.750Z,SALE,01-12732-65812,kesser2000,273,41.18,0.44,3.89,45.51,227.49,USD,PAYOUT,
2025-02-17T06:16:50.198Z,SALE,11-12719-39188,ha_30669045,176,27.05,0.44,2.55,30.04,145.96,USD,PAYOUT,
2025-02-15T02:38:13.861Z,SALE,15-12706-27222,recyclenutt,217,33.41,0.44,3.16,37.01,179.99,USD,PAYOUT,
2025-02-13T22:09:40.165Z,CREDIT,12-12605-46715,live.fast.die.hard,0,0,0,0,0,192,USD,PAYOUT,
2025-02-13T22:02:57.499Z,REFUND,12-12605-46715,live.fast.die.hard,0,0,0,0,0,192,USD,PAYOUT,
2025-02-13T04:10:42.534Z,SALE,25-12686-98085,kesser2000,287,42.11,0.44,4.09,46.64,240.36,USD,PAYOUT,
2025-02-11T14:43:14.897Z,SALE,13-12694-28859,chantelejmsedoo,387,52.57,0.44,5.1,58.11,328.89,USD,PAYOUT,
2025-02-10T04:49:09.626Z,DISPUTE,25-12627-37757,pt92661,0,0,0,0,0,127,USD,PAYOUT,
2025-02-09T09:59:10.877Z,REFUND,24-12581-82428,crisbrou0,30,4.08,0,0.45,4.53,25.47,USD,PAYOUT,
2025-02-08T08:34:29.787Z,REFUND,07-12510-53973,babyblu95,65,9.62,0,1.05,10.67,54.33,USD,PAYOUT,
2025-02-08T00:55:20.096Z,REFUND,16-12504-35598,le690994,104,14.91,0,1.63,16.54,87.46,USD,PAYOUT,
2025-02-06T16:08:37.932Z,CREDIT,05-12587-23379,andrews275,0,0,0,0,0,136,USD,PAYOUT,
2025-02-06T16:04:59.005Z,REFUND,05-12587-23379,andrews275,0,0,0,0,0,136,USD,PAYOUT,
2025-02-05T19:25:00.915Z,CREDIT,07-12510-53973,babyblu95,0,0,0,0,0,65,USD,PAYOUT,
2025-02-05T19:22:57.295Z,DISPUTE,07-12510-53973,babyblu95,0,0,0,0,0,65,USD,PAYOUT,
2025-02-05T00:55:22.335Z,CREDIT,08-12592-92401,supergeeked,0,0,0,0,0,300,USD,PAYOUT,
2025-02-05T00:49:25.355Z,REFUND,08-12592-92401,supergeeked,300,43.6,0,4.76,48.36,251.64,USD,PAYOUT,
2025-02-05T00:49:24.568Z,TRANSFER,,,0,0,0,0,0,251.64,USD,PAYOUT,TRANSFER_FROM
2025-02-05T00:47:33.703Z,REFUND,26-12622-34486,papereyes,251,36.92,0.44,4.04,41.4,209.6,USD,PAYOUT,
2025-02-05T00:47:33.377Z,TRANSFER,,,0,0,0,0,0,209.6,USD,PAYOUT,TRANSFER_FROM
2025-02-02T19:17:51.938Z,SALE,03-12667-81960,hugoaldep,147.57,21.67,0.44,2.1,24.21,123.36,USD,PAYOUT,
2025-02-02T15:17:24.516Z,DISPUTE,08-12592-92401,supergeeked,0,0,0,0,0,300,USD,PAYOUT,
2025-02-01T17:21:03.626Z,NON_SALE_CHARGE,,,0,0,0,0,0,65.95,USD,PAYOUT,2025-01-31 - 2025-02-27
2025-01-31T15:58:14.716Z,DISPUTE,05-12587-23379,andrews275,0,0,0,0,0,136,USD,PAYOUT,
2025-01-31T15:20:21.550Z,REFUND,18-12639-53014,luxbyladyd,251,36.74,0.44,4.02,41.2,209.8,USD,PAYOUT,
2025-01-31T11:26:39.297Z,DISPUTE,12-12605-46715,live.fast.die.hard,0,0,0,0,0,192,USD,PAYOUT,
2025-01-31T02:16:16.765Z,SALE,18-12639-53014,luxbyladyd,251,36.74,0.44,4.02,41.2,209.8,USD,PAYOUT,
2025-01-31T02:09:41.405Z,SALE,02-12658-38243,nathso-63,135,18.34,0.44,2,20.78,114.22,USD,PAYOUT,
2025-01-30T16:02:10.957Z,DISPUTE,16-12477-19253,treasuretracker56,0,0,0,0,0,182,USD,PAYOUT,
