transactionId,payoutId,salesRecordReference,transactionType,bookingEntry,transactionDate,transactionStatus,transactionMemo,paymentsEntity,references,feeType,amount.value,amount.currency,orderId,orderLineItems,buyer.username,totalFeeBasisAmount.value,totalFeeBasisAmount.currency,totalFeeAmount.value,totalFeeAmount.currency,ebayCollectedTaxAmount.value,ebayCollectedTaxAmount.currency
FEE-7609486917219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:30.871Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354295850', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609486565819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:27.752Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354295399', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609486567819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:26.829Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354295410', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609485987119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:22.189Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354294791', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609486132919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:21.298Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354294961', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609485449419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:19.850Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354293549', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609485824219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:20:19.434Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354294519', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609485039119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:23.627Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354292529', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609485211419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:20.957Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354292930', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609484577319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:09.664Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354290880', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609484580119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:08.634Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354290864', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609483983519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:06.145Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354289944', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609483664319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:03.708Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354289472', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609484123419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:19:00.599Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354290084', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609483475919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:18:49.674Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354289084', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609483083719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:18:40.254Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354288361', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609482991519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:18:40.226Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354288219', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609482690819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:18:05.209Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354287433', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609482533219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:18:01.649Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354287242', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609482072619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:46.064Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354286373', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609482200119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:44.461Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354286584', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609481768019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:42.092Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354285714', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609481489919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:14.881Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354285338', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609481363419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:12.739Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354285129', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609480827919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:08.445Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354284624', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609480868619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:06.222Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354284648', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609480254219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:05.864Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354283870', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609480280719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:16:01.922Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354283877', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609479700419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:43.502Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354283222', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609479240119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:42.959Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354282537', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609479571519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:42.161Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354283113', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609479263719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:39.504Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354282575', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609478656619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:28.250Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354281846', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609478501919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:26.519Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354281562', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609478000019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:25.327Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354280718', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609477215119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:22.607Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354279773', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609478109619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:22.253Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354280876', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609477576419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:21.649Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354280218', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609477126519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:20.582Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354279605', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609477637019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:15:19.720Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354280278', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609476877919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:14:45.617Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354279289', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609476654319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:14:44.857Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354279048', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609476180619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:14:36.802Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354278523', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609476022019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:14:04.601Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354278329', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609475551219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:57.553Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354277495', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609475672419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:53.533Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354277620', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609475248019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:51.244Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354277149', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609475225219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:46.638Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354277128', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609474691619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:40.471Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354276338', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609474318219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:38.228Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354275626', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609474733119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:38.094Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354276505', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609474261819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:13:38.068Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354275527', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473937419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:12:58.962Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354274898', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609474082419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:12:57.335Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354275128', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473598219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:54.407Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354274338', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473481519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:51.408Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354274152', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473428819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:50.013Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354274004', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473070819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:49.316Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354273356', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472809919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:46.497Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354272700', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609473023119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:45.710Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354273258', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472609119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:41.007Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354272250', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472256119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:16.631Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354271218', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472441819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:16.181Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354271719', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471740419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:11.410Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354269936', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470051019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:10.082Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354265387', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471032719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:08.628Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354268364', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471668319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:08.586Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354269735', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470552319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:06.371Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354266704', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470057619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:06.288Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354265444', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471145119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:05.951Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354268663', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472037019_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:05.876Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354270630', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609472073419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:04.480Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354270733', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471646919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:03.945Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354269703', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470208819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:02.537Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354265783', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609471171919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:02.118Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354268751', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470685219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:11:00.400Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354267111', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470811919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:58.461Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354267604', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609469823119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:55.812Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354264945', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609470430419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:55.116Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354266359', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609469544719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:49.525Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354264184', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609469443919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:47.527Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354263798', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609469519619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:44.945Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354264086', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609468991919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:33.809Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354262463', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609469034319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:29.534Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354262530', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609468815119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:27.453Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354261546', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609468200419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:23.989Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354259056', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609467336319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:22.106Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354253410', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609467687519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:19.518Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354256437', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609467342819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:18.075Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354253651', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609467831619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:10:17.644Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354257357', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609467256419_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:40.984Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354252866', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466940519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:39.182Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354250209', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466736319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:30.100Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354248883', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466744819_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:28.215Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354248785', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466126719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:16.185Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354245056', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609465731619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:16.046Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354243728', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466232919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:15.948Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354245675', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609465573319_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:14.196Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354243500', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609465543519_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:14.188Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354243421', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609466217919_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:09:14.178Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354245536', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609465148719_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:08:43.739Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354242936', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609464798219_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:08:30.023Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354242470', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609465031619_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:08:15.500Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354242799', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7609464548119_11,7404158659,0,NON_SALE_CHARGE,DEBIT,2026-03-20T12:07:59.991Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358354242140', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
