seller-sku	quantity	price	product-id
B06X9GWP6H	1	257.73	B06X9GWP6H
B06XB1RGBJ	1	66.22	B06XB1RGBJ
B06XB1T9ZQ	1	71.73	B06XB1T9ZQ
B06XB7J81J	1	69.19	B06XB7J81J
B06XNTSGR7	1	350.67	B06XNTSGR7
B06XP2WCXH	1	306.4	B06XP2WCXH
B06Y4ZX8TG	1	154.05	B06Y4ZX8TG
B06Y5BGR8C	1	148.33	B06Y5BGR8C
B06Y5DCTZD	1	153.72	B06Y5DCTZD
B06Y5SY754	1	62.31	B06Y5SY754
B0711PW214	1	58.59	B0711PW214
B0714JXRRJ	1	68.18	B0714JXRRJ
B071F7BN5J	1	65.25	B071F7BN5J
B071XHWSHB	1	57.84	B071XHWSHB
B072592QSJ	1	77.41	B072592QSJ
B07289G4MT	1	79.12	B07289G4MT
B073QTCWNP	1	192.19	B073QTCWNP
B073QVHQ4D	1	192.81	B073QVHQ4D
B073S41YRF	1	50.02	B073S41YRF
B073S4XSRY	1	52.31	B073S4XSRY
B0748J3P8G	1	56.14	B0748J3P8G
B0753DNDCY	1	284.41	B0753DNDCY
B075HB4XTT	1	71.62	B075HB4XTT
B075LN813Z	1	71.62	B075LN813Z
B075NLY1P5	1	85.41	B075NLY1P5
B075RGKCVK	1	86.73	B075RGKCVK
B075RGYTMP	1	80.76	B075RGYTMP
B075SCQD91	1	147.79	B075SCQD91
B075SGPPS9	1	79.88	B075SGPPS9
B075SGWM92	1	74.66	B075SGWM92
B075SH38PZ	1	311.74	B075SH38PZ
B075SKGYNL	1	192.61	B075SKGYNL
B075TCV2SP	1	76.5	B075TCV2SP
B076D33JPC	1	64.15	B076D33JPC
B077BC988H	1	426.76	B077BC988H
B077HVL2MY	1	91.63	B077HVL2MY
B077J12R9R	1	66.3	B077J12R9R
B077NZ4DXZ	1	130.54	B077NZ4DXZ
B077THG2R5	1	72.43	B077THG2R5
B077THGTGD	1	72.8	B077THGTGD
B077TKYGTN	1	73.91	B077TKYGTN
B0784TBVC6	1	200.31	B0784TBVC6
B078SSZLQX	1	92.41	B078SSZLQX
B079FGT23J	1	193.33	B079FGT23J
B079Q5Z79Y	1	223	B079Q5Z79Y
B079W1QLZW	1	159.8	B079W1QLZW
B07BF9XQZ6	1	80.92	B07BF9XQZ6
B07BFH8RYQ	1	66.99	B07BFH8RYQ
B07BVLP6RB	1	241.84	B07BVLP6RB
B07BZBD1SB	1	66.19	B07BZBD1SB
B07C21N477	1	216.41	B07C21N477
B07CBVMB1K	1	72.81	B07CBVMB1K
B07CGSCQ4V	1	110.81	B07CGSCQ4V
B07CP61HXR	1	86.33	B07CP61HXR
B07DHQXLJ2	1	248.58	B07DHQXLJ2
B07DHQXPP4	1	305.38	B07DHQXPP4
B07DKMRM82	1	66.5	B07DKMRM82
B07DP2F8JL	1	82.87	B07DP2F8JL
B07DV5NSPP	1	86.77	B07DV5NSPP
B07DV8WTD4	1	101.19	B07DV8WTD4
B07DV93H3D	1	62.76	B07DV93H3D
B07DV9LWH1	1	71.62	B07DV9LWH1
B07F74DB4W	1	169.26	B07F74DB4W
B07FGCX1MT	1	77.9	B07FGCX1MT
B07FQCQT66	1	74.39	B07FQCQT66
B07G5FCR2F	1	58.34	B07G5FCR2F
B07GC99NWY	1	268.64	B07GC99NWY
B07H3YBY2S	1	408.38	B07H3YBY2S
B07H9KQPB6	1	263.9	B07H9KQPB6
B07H9LDWNV	1	236.98	B07H9LDWNV
B07H9LYZPQ	1	342.26	B07H9LYZPQ
B07H9MS64S	1	260.22	B07H9MS64S
B07HPYKGP3	1	86.3	B07HPYKGP3
B07J5PDL2J	1	64.46	B07J5PDL2J
B07J9RJMGL	1	319.37	B07J9RJMGL
B07JBYDPB5	1	378.69	B07JBYDPB5
B07JG442C4	1	81.97	B07JG442C4
B07JHHD6FW	1	95.43	B07JHHD6FW
B07JJ8LV7D	1	99.64	B07JJ8LV7D
B07JJ8LYFT	1	99.64	B07JJ8LYFT
B07JVZT8LX	1	319.37	B07JVZT8LX
B07JW14YS6	1	319.37	B07JW14YS6
B07K281H6K	1	61.86	B07K281H6K
B07KGZJYBP	1	58.91	B07KGZJYBP
B07KHMDF1J	1	115.08	B07KHMDF1J
B07KKG6TK4	1	183.86	B07KKG6TK4
B07KLPTW5F	1	64.19	B07KLPTW5F
B07KWLJ1L3	1	77.76	B07KWLJ1L3
B07LDFDC1Y	1	130.63	B07LDFDC1Y
B07MTGD78C	1	73.91	B07MTGD78C
B07N3NVVBZ	1	64.19	B07N3NVVBZ
B07NGSS7KF	1	77.97	B07NGSS7KF
B07NHJ6BKS	1	110.5	B07NHJ6BKS
B07NRFRVGJ	1	76.5	B07NRFRVGJ
B07NVFXRD1	1	116.14	B07NVFXRD1
B07NZX2GT4	1	66.71	B07NZX2GT4
B07PKBB52T	1	59.23	B07PKBB52T
B07PM74T34	1	76.1	B07PM74T34
B07PM7SLV5	1	55.88	B07PM7SLV5
B07Q4521H5	1	104.94	B07Q4521H5
B07QPRYPSC	1	58.83	B07QPRYPSC
B07QXW8QQ6	1	255.43	B07QXW8QQ6
B07RQ3V5FD	1	65.02	B07RQ3V5FD
B07RX2GWPL	1	62.62	B07RX2GWPL
B07RYQ43QY	1	155.22	B07RYQ43QY
B07S5L4L5S	1	57.75	B07S5L4L5S
B07SDF5JR8	1	174.1	B07SDF5JR8
B07SDF6X5V	1	169.98	B07SDF6X5V
B07SFJ738V	1	70.87	B07SFJ738V
B07SQ7DKND	1	116.68	B07SQ7DKND
B07T146V4H	1	169.98	B07T146V4H
B07TNQZJX5	1	60.55	B07TNQZJX5
B07TVT775C	1	69.19	B07TVT775C
B07V22RD7J	1	81.75	B07V22RD7J
B07V22RRGL	1	85.85	B07V22RRGL
B07V23SQML	1	85.85	B07V23SQML
B07V23SVG4	1	81.75	B07V23SVG4
B07VL1RS28	1	156.84	B07VL1RS28
B07Y1Y6SLV	1	100	B07Y1Y6SLV
B07Y22XM58	1	59.04	B07Y22XM58
B07Y3HMDYL	1	88.59	B07Y3HMDYL
B07YXJRLYB	1	60.81	B07YXJRLYB
B07ZLDYFVH	1	131.39	B07ZLDYFVH
B07ZLKT9SV	1	101.18	B07ZLKT9SV
B07ZPPYSVJ	1	143.04	B07ZPPYSVJ
B0816M5HKP	1	188.75	B0816M5HKP
B0819W1HSR	1	84.75	B0819W1HSR
B081ZHL7X4	1	246.93	B081ZHL7X4
B082353YLD	1	345.95	B082353YLD
B082354FNL	1	230.26	B082354FNL
B082HTJ8TL	1	424.72	B082HTJ8TL
B08338MS12	1	82.18	B08338MS12
B08338XRP2	1	84.28	B08338XRP2
B0834JKKPF	1	74.33	B0834JKKPF
B08353T2FY	1	62.32	B08353T2FY
B0837297CN	1	97.96	B0837297CN
B083QH2JFK	1	341.2	B083QH2JFK
B083QHF443	1	350.67	B083QHF443
B083QHLN52	1	165.21	B083QHLN52
B083QHMNP4	1	354.98	B083QHMNP4
B083QHPMD2	1	461.06	B083QHPMD2
B083QHVD7J	1	152.41	B083QHVD7J
B083QJJZZN	1	370.44	B083QJJZZN
B083SDW3HL	1	145.42	B083SDW3HL
B083SF4J2S	1	159.43	B083SF4J2S
B083SFJQG9	1	153.76	B083SFJQG9
B083WG4BL3	1	165.33	B083WG4BL3
B083WGJM7D	1	193.44	B083WGJM7D
B083WGN21L	1	141.38	B083WGN21L
B083WGNNKS	1	348.58	B083WGNNKS
B083WGRWJP	1	151.85	B083WGRWJP
B083WGVNXT	1	141.38	B083WGVNXT
B083WGW59M	1	278.82	B083WGW59M
B083WGXYBM	1	193.44	B083WGXYBM
B083WGZZ7W	1	162.45	B083WGZZ7W
B083WH1BM7	1	165.33	B083WH1BM7
B083WHFCKK	1	224.68	B083WHFCKK
B0845WL4DN	1	80.78	B0845WL4DN
B0845XQQBP	1	80.78	B0845XQQBP
B084GF2XRQ	1	296.59	B084GF2XRQ
B084GFQ7K3	1	281.2	B084GFQ7K3
B084GFVFZ9	1	365.2	B084GFVFZ9
B084LFG1MN	1	255.6	B084LFG1MN
B084MZHHX1	1	70.67	B084MZHHX1
B084ZJYYKV	1	142.22	B084ZJYYKV
B084ZYWVV6	1	93.54	B084ZYWVV6
B0857751CN	1	71.62	B0857751CN
B0862SKSKJ	1	156.48	B0862SKSKJ
B086PSP1WR	1	55.71	B086PSP1WR
B088GYYL51	1	165.65	B088GYYL51
B088RFCQWB	1	53.36	B088RFCQWB
B088ZJ32PW	1	63.32	B088ZJ32PW
B089M1ZR5W	1	74.4	B089M1ZR5W
B089NBWFM1	1	150.23	B089NBWFM1
B089NJ8B4F	1	150.23	B089NJ8B4F
B08B227TCG	1	341.35	B08B227TCG
B08BGBQB88	1	116.71	B08BGBQB88
B08C88KQPD	1	58.83	B08C88KQPD
B08DCQQGBX	1	58.87	B08DCQQGBX
B08DDR34ZW	1	111.21	B08DDR34ZW
B08G4YFSTX	1	56.87	B08G4YFSTX
B08J26FZWL	1	95.83	B08J26FZWL
B08KJRS111	1	118.62	B08KJRS111
B08L6S8C4D	1	84.91	B08L6S8C4D
B08L6V4XD4	1	64.43	B08L6V4XD4
B08M134TLM	1	76.19	B08M134TLM
B08NNYXQ34	1	278.15	B08NNYXQ34
B08NNZ2VT1	1	363.43	B08NNZ2VT1
B08NP1WDHM	1	363.43	B08NP1WDHM
B08NP21Q2D	1	363.43	B08NP21Q2D
B08NP23D9S	1	380.91	B08NP23D9S
B08NP3DZQJ	1	363.43	B08NP3DZQJ
B08NP3F5MV	1	373.22	B08NP3F5MV
B08NP56N2T	1	292.52	B08NP56N2T
B08NP6PKZM	1	390.61	B08NP6PKZM
B08NPDZ251	1	278.15	B08NPDZ251
B08P774GHF	1	157.96	B08P774GHF
B08P7771WN	1	183.77	B08P7771WN
B08P77HWQ2	1	176.37	B08P77HWQ2
B08PCJMX7M	1	52.01	B08PCJMX7M
B08PPR137P	1	394.39	B08PPR137P
B08SJF1T88	1	68.79	B08SJF1T88
B08SRFPFLW	1	58.82	B08SRFPFLW
B08SRG9GHL	1	172.2	B08SRG9GHL
B08V5YY37V	1	82.52	B08V5YY37V
B08VCZH2FX	1	180.11	B08VCZH2FX
B08VCZH2FZ	1	182.3	B08VCZH2FZ
B08VD7B9Z7	1	166.26	B08VD7B9Z7
B08VD7MCPB	1	194.7	B08VD7MCPB
B08VD7NPZP	1	184.78	B08VD7NPZP
B08VD7XVXK	1	373.47	B08VD7XVXK
B08VD8MS3J	1	247.6	B08VD8MS3J
B08VDCJBF7	1	184.5	B08VDCJBF7
B08VDCRSJX	1	177.58	B08VDCRSJX
B08VDD5C6R	1	388.09	B08VDD5C6R
B08VDDCQ6Q	1	213.95	B08VDDCQ6Q
B08VDGLWJB	1	339.21	B08VDGLWJB
B08VDGNG6D	1	395.04	B08VDGNG6D
B08VDGV5NS	1	182.3	B08VDGV5NS
B08VDH21T4	1	430.46	B08VDH21T4
B08VDHK8FS	1	219.22	B08VDHK8FS
B08VDKFCF2	1	216.05	B08VDKFCF2
B08VDKPRKW	1	289.67	B08VDKPRKW
B08VDKTC5T	1	226.57	B08VDKTC5T
B08VDL5LL2	1	161.36	B08VDL5LL2
B08VDM2F7Q	1	171.02	B08VDM2F7Q
B08VDMZTKL	1	234.98	B08VDMZTKL
B08VDQYH9H	1	156.1	B08VDQYH9H
B08VDR19X1	1	335.04	B08VDR19X1
B08VDSPZ7H	1	335.2	B08VDSPZ7H
B08VDT7GJW	1	226.36	B08VDT7GJW
B08VDT844H	1	414.95	B08VDT844H
B08VDWSF5P	1	162.41	B08VDWSF5P
B08VDX8M55	1	200.08	B08VDX8M55
B08VDX9VFZ	1	168.45	B08VDX9VFZ
B08VDZ999M	1	385.59	B08VDZ999M
B08VDZR54P	1	168.1	B08VDZR54P
B08VF2CTNQ	1	168.45	B08VF2CTNQ
B08W567TB1	1	241.31	B08W567TB1
B08W56N7R3	1	285.06	B08W56N7R3
B08W8D5D72	1	161.51	B08W8D5D72
B08W8DMF3S	1	216.58	B08W8DMF3S
B08W8G1DPL	1	215.16	B08W8G1DPL
B08W8Y1QCD	1	408.24	B08W8Y1QCD
B08W9F139P	1	221.18	B08W9F139P
B08W9JTXWQ	1	170.19	B08W9JTXWQ
B08W9NF6KD	1	356.82	B08W9NF6KD
B08W9NJ8JC	1	181.25	B08W9NJ8JC
B08W9PHSFQ	1	222.36	B08W9PHSFQ
B08W9PPPZT	1	394.82	B08W9PPPZT
B08WDGWXG4	1	60.58	B08WDGWXG4
B08WGC4KB8	1	169.18	B08WGC4KB8
B08X1QPDYW	1	324.17	B08X1QPDYW
B08XTG4N72	1	250.44	B08XTG4N72
B08XWV2GTQ	1	172.14	B08XWV2GTQ
B0913FNY13	1	100.89	B0913FNY13
B091JR294T	1	66.71	B091JR294T
B091LQDNCM	1	87.49	B091LQDNCM
B091N1DMDM	1	78.43	B091N1DMDM
B0922GG8FP	1	79.39	B0922GG8FP
B092JSHF4H	1	67.75	B092JSHF4H
B093C1CSG6	1	109.5	B093C1CSG6
B093C2BXMR	1	173.77	B093C2BXMR
B093LW88ZC	1	124.55	B093LW88ZC
B093PMYP6W	1	126.17	B093PMYP6W
B09533Q5CP	1	67.83	B09533Q5CP
B096H134W1	1	289.91	B096H134W1
B096H6YJND	1	270.49	B096H6YJND
B096H72W1Q	1	291.54	B096H72W1Q
B096H72W2Y	1	270.49	B096H72W2Y
B096H79CFV	1	268.3	B096H79CFV
B096H8FCZ9	1	292.03	B096H8FCZ9
B096HBS666	1	267.67	B096HBS666
B096HDRSTJ	1	404.46	B096HDRSTJ
B096HJ1Q7Z	1	283.08	B096HJ1Q7Z
B096HJ5VY9	1	270.49	B096HJ5VY9
B096HLJFSG	1	291.54	B096HLJFSG
B096HX75Q9	1	282.33	B096HX75Q9
B097CPJWGW	1	183	B097CPJWGW
B097CPW7J6	1	181.98	B097CPW7J6
B097CQ3HZQ	1	172.84	B097CQ3HZQ
B097Y4XFGV	1	66.6	B097Y4XFGV
B098TR138B	1	63.42	B098TR138B
B09BTGLGM2	1	59.85	B09BTGLGM2
B09F6KYFYS	1	209.69	B09F6KYFYS
B09F6NQ7K8	1	406.27	B09F6NQ7K8
B09F6P8TF3	1	415.53	B09F6P8TF3
B09FJP5ZTC	1	167.47	B09FJP5ZTC
B09FJQ7PBL	1	204.34	B09FJQ7PBL
B09FK4Q62S	1	60.65	B09FK4Q62S
B09FPQSYJX	1	91.46	B09FPQSYJX
B09G7JVY4N	1	134.61	B09G7JVY4N
B09H7HRC46	1	151.76	B09H7HRC46
B09HLXYGZK	1	128.17	B09HLXYGZK
B09HN9R2MD	1	96.74	B09HN9R2MD
B09JF8D4QM	1	294.91	B09JF8D4QM
B09JFJH1KQ	1	268.64	B09JFJH1KQ
B09JSQ2V6H	1	57.53	B09JSQ2V6H
B09JSQQ117	1	56.46	B09JSQQ117
B09LQY6S62	1	441.24	B09LQY6S62
B09LQYDJW7	1	445	B09LQYDJW7
B09LQYPVDT	1	440.06	B09LQYPVDT
B09LQYXKGX	1	445.83	B09LQYXKGX
B09MZG74C5	1	119.11	B09MZG74C5
B09N9D2YQT	1	64.72	B09N9D2YQT
B09NNV8KGF	1	123.33	B09NNV8KGF
B09NQW3ZDQ	1	78.81	B09NQW3ZDQ
B09QSLCGQM	1	87.23	B09QSLCGQM
B09R1WN2NN	1	297.52	B09R1WN2NN
B09R1WW87D	1	343.37	B09R1WW87D
B09R1XBQS1	1	286.75	B09R1XBQS1
B09R1XCF72	1	261.74	B09R1XCF72
B09R1XFHKN	1	345.62	B09R1XFHKN
B09R1XR97P	1	304.02	B09R1XR97P
B09R1Y61ST	1	332	B09R1Y61ST
B09R1YDBJC	1	368.18	B09R1YDBJC
B09R1YFK65	1	273.82	B09R1YFK65
B09R1YFXJF	1	334.73	B09R1YFXJF
B09R1YKLSY	1	234.88	B09R1YKLSY
B09R1YZSN1	1	266.53	B09R1YZSN1
B09R1ZG6RD	1	285.3	B09R1ZG6RD
B09R4C625Y	1	146.59	B09R4C625Y
B09R94ZQ3D	1	211.09	B09R94ZQ3D
B09R98XT51	1	232.46	B09R98XT51
B09R99VNJT	1	232.46	B09R99VNJT
B09R9KY7RH	1	204.91	B09R9KY7RH
B09RSKFCMZ	1	200.28	B09RSKFCMZ
B09RSKZCBM	1	173.98	B09RSKZCBM
B09RSWV65X	1	140.34	B09RSWV65X
B09TDQDGQ7	1	88.9	B09TDQDGQ7
B09TWGDF5R	1	127.29	B09TWGDF5R
B09TWH667Y	1	229.01	B09TWH667Y
B09VT31YYW	1	66.9	B09VT31YYW
B09VTJP7VH	1	228.28	B09VTJP7VH
B09XJ66PVP	1	148.07	B09XJ66PVP
B09ZX9FK8B	1	198.78	B09ZX9FK8B
B09ZXGKBVL	1	203.42	B09ZXGKBVL
B09ZXHRH12	1	211.79	B09ZXHRH12
B09ZXJKSKZ	1	200.76	B09ZXJKSKZ
B09ZXK7FKK	1	194.07	B09ZXK7FKK
B09ZXVXSPP	1	199.58	B09ZXVXSPP
B0B1LNL8LD	1	66.11	B0B1LNL8LD
B0B29G83KN	1	70.84	B0B29G83KN
B0B2NRSPSH	1	278.15	B0B2NRSPSH
B0B2NSG5DW	1	278.15	B0B2NSG5DW
B0B3CVMBFN	1	96.22	B0B3CVMBFN
B0B45JXTGB	1	122.42	B0B45JXTGB
B0B4DTYJMN	1	105.91	B0B4DTYJMN
B0B4WFWYZY	1	179.27	B0B4WFWYZY
B0B4WFZ7BZ	1	197.62	B0B4WFZ7BZ
B0B52D8SZC	1	84.91	B0B52D8SZC
B0B56DQ5BL	1	140.71	B0B56DQ5BL
B0B5DB9T7G	1	87.56	B0B5DB9T7G
B0B5DXX6RP	1	101.66	B0B5DXX6RP
B0B5WJ9BHR	1	116.24	B0B5WJ9BHR
B0B7KSNMY1	1	287.9	B0B7KSNMY1
B0B7KT1M2P	1	287.9	B0B7KT1M2P
B0B7KTQTMR	1	273.01	B0B7KTQTMR
B0B7KV1144	1	314.04	B0B7KV1144
B0B873YKQX	1	117.93	B0B873YKQX
B0B8QCJX7S	1	242.34	B0B8QCJX7S
B0B949BYDJ	1	129.81	B0B949BYDJ
B0BB21Z3M7	1	118.75	B0BB21Z3M7
B0BCVZ5RV2	1	69.36	B0BCVZ5RV2
B0BDL2BB6L	1	193.97	B0BDL2BB6L
B0BDRPQ581	1	239.84	B0BDRPQ581
B0BG49G1HD	1	54.13	B0BG49G1HD
B0BGS8238K	1	123.96	B0BGS8238K
B0BHKH63GX	1	186.35	B0BHKH63GX
B0BL2S3DCC	1	86.61	B0BL2S3DCC
B0BLG9PY98	1	345.86	B0BLG9PY98
B0BLL6Y2L6	1	50.49	B0BLL6Y2L6
B0BLTS111K	1	274.33	B0BLTS111K
B0BMSV5MLR	1	60.03	B0BMSV5MLR
B0BMSV6XM1	1	84.9	B0BMSV6XM1
B0BMSZRJG3	1	63.5	B0BMSZRJG3
B0BN1LXQVV	1	55.67	B0BN1LXQVV
B0BN277DML	1	83.85	B0BN277DML
B0BN8P75BJ	1	86.61	B0BN8P75BJ
B0BQFLGC2W	1	267.01	B0BQFLGC2W
B0BQHM1V53	1	194.6	B0BQHM1V53
B0BRQ6YWPC	1	249.26	B0BRQ6YWPC
B0BRSZVFWF	1	188.39	B0BRSZVFWF
B0BS3TB2M1	1	65.65	B0BS3TB2M1
B0BSL76RQ4	1	59.77	B0BSL76RQ4
B0BSTLXZFT	1	237.4	B0BSTLXZFT
B0BSTM5Y6P	1	228.1	B0BSTM5Y6P
B0BSTN6XK1	1	249.73	B0BSTN6XK1
B0BSTN785Z	1	254.45	B0BSTN785Z
B0BSTN8L7Z	1	490.9	B0BSTN8L7Z
B0BSTN98D6	1	249.44	B0BSTN98D6
B0BWHJ9STY	1	56.73	B0BWHJ9STY
B0BX3KCFX2	1	169.89	B0BX3KCFX2
B0BX3TJHY3	1	163.57	B0BX3TJHY3
B0BX4498Y5	1	167.89	B0BX4498Y5
B0BXK7YJSK	1	96.69	B0BXK7YJSK
B0BY26WRBD	1	91.63	B0BY26WRBD
B0BY28J78R	1	106.64	B0BY28J78R
B0BYSLNMSY	1	86.61	B0BYSLNMSY
B0BYSMF1YQ	1	87.85	B0BYSMF1YQ
B0BYZ61P88	1	86.02	B0BYZ61P88
B0BYZBK1QR	1	86.61	B0BYZBK1QR
B0BZBCC7WK	1	230.37	B0BZBCC7WK
B0BZWKYP5Z	1	96.74	B0BZWKYP5Z
B0C149TRDC	1	71.82	B0C149TRDC
B0C1KRH573	1	109.09	B0C1KRH573
B0C2PXH8KZ	1	77.54	B0C2PXH8KZ
B0C4XNF773	1	62.51	B0C4XNF773
B0C6K5YNWR	1	82.99	B0C6K5YNWR
B0C6SBTBTL	1	298.6	B0C6SBTBTL
B0C6SC175S	1	271.53	B0C6SC175S
B0C7C8BND4	1	63.57	B0C7C8BND4
B0C7QDXSZD	1	84.9	B0C7QDXSZD
B0C7R8499L	1	201.03	B0C7R8499L
B0C7VPZY87	1	346.15	B0C7VPZY87
B0C9LZC6BD	1	347.97	B0C9LZC6BD
B0C9LZLKHH	1	234.05	B0C9LZLKHH
B0C9LZTV6T	1	262.85	B0C9LZTV6T
B0C9M17DFN	1	220.2	B0C9M17DFN
B0C9M1VGZJ	1	319.08	B0C9M1VGZJ
B0C9M28BFP	1	196.96	B0C9M28BFP
B0C9M2CT6H	1	227.8	B0C9M2CT6H
B0C9M2P6NS	1	198.07	B0C9M2P6NS
B0C9M4L4TK	1	202.95	B0C9M4L4TK
B0CBJT4RTD	1	79.65	B0CBJT4RTD
B0CBKBXPCM	1	99.48	B0CBKBXPCM
B0CBKC5SXJ	1	81.55	B0CBKC5SXJ
B0CBLXGNS9	1	79.27	B0CBLXGNS9
B0CCN5F68N	1	254.45	B0CCN5F68N
B0CCN5FCTS	1	132.01	B0CCN5FCTS
B0CCN5L6F6	1	250.89	B0CCN5L6F6
B0CCN5Q3F7	1	292.35	B0CCN5Q3F7
B0CCN5R7ZW	1	295.99	B0CCN5R7ZW
B0CCN5SG33	1	274.52	B0CCN5SG33
B0CCN69MV5	1	268.51	B0CCN69MV5
B0CCN6CCFV	1	144.5	B0CCN6CCFV
B0CCN6MCQ5	1	376.16	B0CCN6MCQ5
B0CCN6NFCF	1	245.5	B0CCN6NFCF
B0CCN76JFX	1	292.35	B0CCN76JFX
B0CCY9XFQT	1	99.17	B0CCY9XFQT
B0CCYBQLKQ	1	91.45	B0CCYBQLKQ
B0CDPCQJJB	1	57.53	B0CDPCQJJB
B0CF4L5TKW	1	61.46	B0CF4L5TKW
B0CG1B1FS5	1	91.4	B0CG1B1FS5
B0CG2JMPZ3	1	64.53	B0CG2JMPZ3
B0CG2JMPZ9	1	79.2	B0CG2JMPZ9
B0CG2JVD9W	1	67.42	B0CG2JVD9W
B0CGFMDYXM	1	61.17	B0CGFMDYXM
B0CHRF91V6	1	244.33	B0CHRF91V6
B0CHRGHYWB	1	218.33	B0CHRGHYWB
B0CHRHHGMN	1	223.97	B0CHRHHGMN
B0CHRJJNB9	1	203.65	B0CHRJJNB9
B0CJ96W5RJ	1	249.74	B0CJ96W5RJ
B0CJQFDFM7	1	268.43	B0CJQFDFM7
B0CKHM84DZ	1	208.5	B0CKHM84DZ
B0CKHMMYYM	1	207.08	B0CKHMMYYM
B0CKHMXDBQ	1	202.36	B0CKHMXDBQ
B0CKHNDNMJ	1	207.08	B0CKHNDNMJ
B0CKHNN17L	1	202.36	B0CKHNN17L
B0CKHNQ74G	1	202.36	B0CKHNQ74G
B0CLVSHGGP	1	233.31	B0CLVSHGGP
B0CLYQXPP9	1	441.24	B0CLYQXPP9
B0CLYRHXF2	1	492.59	B0CLYRHXF2
B0CM3BVB23	1	96.47	B0CM3BVB23
B0CM3FT53R	1	72.39	B0CM3FT53R
B0CM69TV49	1	79.46	B0CM69TV49
B0CMCH54NW	1	293.63	B0CMCH54NW
B0CN95NQHB	1	65.78	B0CN95NQHB
B0CN96ZF7J	1	78.23	B0CN96ZF7J
B0CPX8FP78	1	171.88	B0CPX8FP78
B0CPX8SPRZ	1	161.36	B0CPX8SPRZ
B0CQLLN774	1	63.88	B0CQLLN774
B0CRKNGXQR	1	67.21	B0CRKNGXQR
B0CRKNVKNM	1	68.4	B0CRKNVKNM
B0CRKNY5QF	1	113.47	B0CRKNY5QF
B0CRKPCY2C	1	89.99	B0CRKPCY2C
B0CRKPLBCS	1	67.76	B0CRKPLBCS
B0CRKPXFHC	1	99.15	B0CRKPXFHC
B0CRKQCNJJ	1	108.32	B0CRKQCNJJ
B0CRKQPKQH	1	92.06	B0CRKQPKQH
B0CRKQQSCC	1	70.03	B0CRKQQSCC
B0CRKQXZFQ	1	87.75	B0CRKQXZFQ
B0CRKR53M6	1	72.57	B0CRKR53M6
B0CRKR6KVD	1	87.75	B0CRKR6KVD
B0CRKR9JC2	1	89.99	B0CRKR9JC2
B0CRSMK3YS	1	314.22	B0CRSMK3YS
B0CRSVJC92	1	337.2	B0CRSVJC92
B0CRSVR55T	1	309.5	B0CRSVR55T
B0CRTKQLNW	1	344.97	B0CRTKQLNW
B0CRTT9NH3	1	344.99	B0CRTT9NH3
B0CRVFNMX6	1	65.78	B0CRVFNMX6
B0CRVG7562	1	80.31	B0CRVG7562
B0CSXQ5VBV	1	187.18	B0CSXQ5VBV
B0CSXRSGPM	1	164.52	B0CSXRSGPM
B0CSXRT6XZ	1	157	B0CSXRT6XZ
B0CSYHR683	1	186.77	B0CSYHR683
B0CSYNFJKD	1	181.67	B0CSYNFJKD
B0CSYNSJV2	1	160.44	B0CSYNSJV2
B0CTMBPVZY	1	82.03	B0CTMBPVZY
B0CV3LHC5X	1	102.76	B0CV3LHC5X
B0CVMRHSBP	1	86.61	B0CVMRHSBP
B0CVN8Q8J2	1	81.55	B0CVN8Q8J2
B0CVZPB5Q5	1	177.48	B0CVZPB5Q5
B0CWTW4SGH	1	465.59	B0CWTW4SGH
B0CXDV94LP	1	65.78	B0CXDV94LP
B0CXRDK7KS	1	59.18	B0CXRDK7KS
B0CYC6DFC9	1	65.78	B0CYC6DFC9
B0CYCCGXXN	1	62.69	B0CYCCGXXN
B0D1H4XF9K	1	65.67	B0D1H4XF9K
B0D2QG1WRC	1	93.4	B0D2QG1WRC
B0D548WQ2K	1	110.68	B0D548WQ2K
B0D73GDHSV	1	81.55	B0D73GDHSV
B0D73J7PHC	1	80.31	B0D73J7PHC
B0D73KNGNX	1	82.91	B0D73KNGNX
B0D73LQYPF	1	78.69	B0D73LQYPF
B0D868HLSJ	1	399.6	B0D868HLSJ
B0D869D261	1	389.18	B0D869D261
B0D869JM6X	1	364.19	B0D869JM6X
B0D86C68KF	1	402.4	B0D86C68KF
B0D86CHL9V	1	411.15	B0D86CHL9V
B0D86GFKWL	1	380.85	B0D86GFKWL
B0D86HJBZX	1	393.66	B0D86HJBZX
B0D86LFFN3	1	411.15	B0D86LFFN3
B0D86Q1TZ5	1	377.62	B0D86Q1TZ5
B0D86QD3TD	1	393.66	B0D86QD3TD
B0D86S61S8	1	399.49	B0D86S61S8
B0D86TLX8F	1	80.64	B0D86TLX8F
B0D87178P3	1	377.62	B0D87178P3
B0D8KTT3TR	1	86.61	B0D8KTT3TR
B0D8VZSFCV	1	77.54	B0D8VZSFCV
B0DCK5YVQ9	1	308.81	B0DCK5YVQ9
B0DCK7MG7T	1	387.55	B0DCK7MG7T
B0DCK8XC94	1	209.18	B0DCK8XC94
B0DCK8YB8Q	1	350.59	B0DCK8YB8Q
B0DCK96YT2	1	266.18	B0DCK96YT2
B0DCKB2KVF	1	209.18	B0DCKB2KVF
B0DCKBP15V	1	205.93	B0DCKBP15V
B0DCKCS85T	1	387.67	B0DCKCS85T
B0DF2F6V6H	1	179.59	B0DF2F6V6H
